Exposure_ID,Counterparty_ID,Product_Type,OBS_Category,Exposure_Amount,CCF_Category,Risk_Weight_Applied,Structuring_Strategy,Collateral_Type,Collateral_Value,Guarantee_Provider,Netting_Agreement,CCF_Source,Basel_Asset_Class,Internal_Rating,Currency,Jurisdiction,Maturity_Months,Reporting_Date,Regulatory_CCF_Applied,EAD,RWA
704,691,Derivative,Performance Guarantee,1409501,50%,1.0,Netting,Securities,93246,Corporate Guarantee,No,Internal Model,Bank,AAA,EUR,UK,74,2023-11-09,0.5,704750.5,704750.5
705,427,Commitment,Derivative Exposure,1284915,50%,0.2,Unstructured,None,95864,Sovereign Guarantee,No,Standardized,Sovereign,BBB,EUR,Germany,66,2022-04-13,0.5,642457.5,128491.5
706,613,Securitization,Derivative Exposure,525595,50%,0.2,Unstructured,Securities,208886,Sovereign Guarantee,No,Standardized,Corporate,A,GBP,UK,44,2024-05-18,0.5,262797.5,52559.5
707,268,Securitization,Performance Guarantee,1515744,20%,0.75,Guarantee-Enhanced,Securities,270561,None,Yes,Standardized,Corporate,AAA,GBP,Cyprus,23,2022-10-28,0.2,303148.8,227361.59999999998
708,835,Securitization,Other OBS,1938806,20%,0.5,Unstructured,Cash,381032,Sovereign Guarantee,Yes,Standardized,Bank,AA,EUR,Greece,6,2023-05-22,0.2,387761.2,193880.6
709,577,Derivative,Undrawn Commitment,1197272,50%,0.75,Collateralized,None,165837,Corporate Guarantee,Yes,Standardized,Bank,A,EUR,Cyprus,66,2020-01-25,0.5,598636.0,448977.0
710,417,Trade Finance,Other OBS,1602226,20%,1.0,Guarantee-Enhanced,None,860931,None,No,Standardized,Sovereign,BB,USD,Cyprus,21,2021-03-25,0.2,320445.2,320445.2
711,168,Derivative,Performance Guarantee,100939,20%,0.75,Guarantee-Enhanced,Property,917340,Corporate Guarantee,No,Internal Model,Corporate,CCC,USD,Greece,119,2022-02-06,0.2,20187.800000000003,15140.850000000002
712,842,Securitization,Other OBS,1914524,75%,0.75,Netting,Property,245160,None,No,Internal Model,Corporate,AAA,GBP,UK,35,2022-01-24,0.75,1435893.0,1076919.75
713,43,Commitment,Derivative Exposure,1810462,100%,1.0,Unstructured,Cash,187646,Corporate Guarantee,No,Internal Model,Retail,BBB,USD,Greece,113,2025-06-15,1.0,1810462.0,1810462.0
714,556,Guarantee,Undrawn Commitment,191521,75%,0.75,Unstructured,Securities,483761,Sovereign Guarantee,Yes,Internal Model,Retail,B,USD,Germany,29,2024-01-20,0.75,143640.75,107730.5625
715,285,Trade Finance,Performance Guarantee,1673154,0%,0.2,Collateralized,Property,783566,Corporate Guarantee,Yes,Standardized,Retail,BBB,GBP,Greece,7,2024-01-24,0.0,0.0,0.0
716,397,Trade Finance,Performance Guarantee,923093,0%,0.5,Netting,Property,814107,None,Yes,Standardized,Sovereign,BB,USD,Cyprus,93,2020-07-16,0.0,0.0,0.0
717,12,Derivative,Performance Guarantee,1433674,100%,0.75,Netting,None,256681,Corporate Guarantee,Yes,Internal Model,Bank,CCC,EUR,Greece,53,2023-01-22,1.0,1433674.0,1075255.5
718,607,Trade Finance,Undrawn Commitment,859178,20%,1.0,Guarantee-Enhanced,None,465483,None,Yes,Internal Model,Sovereign,BB,USD,UK,37,2024-10-08,0.2,171835.6,171835.6
719,302,Securitization,Derivative Exposure,1690854,0%,0.5,Guarantee-Enhanced,Property,695923,Corporate Guarantee,Yes,Internal Model,Corporate,BBB,GBP,Cyprus,23,2025-05-24,0.0,0.0,0.0
720,898,Securitization,Performance Guarantee,633098,50%,1.0,Guarantee-Enhanced,None,535620,Sovereign Guarantee,Yes,Internal Model,Bank,CCC,EUR,Germany,97,2021-03-12,0.5,316549.0,316549.0
721,253,Derivative,Other OBS,692650,75%,0.5,Collateralized,Cash,779105,Sovereign Guarantee,Yes,Internal Model,Retail,B,USD,UK,8,2024-03-30,0.75,519487.5,259743.75
722,499,Securitization,Performance Guarantee,526513,75%,0.5,Collateralized,Property,805609,Corporate Guarantee,No,Internal Model,Sovereign,AAA,EUR,Cyprus,76,2021-11-20,0.75,394884.75,197442.375
723,754,Commitment,Performance Guarantee,1244871,20%,0.75,Guarantee-Enhanced,None,916992,Corporate Guarantee,No,Internal Model,Sovereign,CCC,EUR,Germany,110,2025-06-13,0.2,248974.2,186730.65000000002
724,35,Derivative,Performance Guarantee,515453,0%,0.2,Netting,Cash,220326,Corporate Guarantee,Yes,Internal Model,Retail,A,USD,UK,48,2023-11-02,0.0,0.0,0.0
725,727,Commitment,Performance Guarantee,1756533,100%,0.75,Collateralized,None,723807,None,No,Standardized,Sovereign,CCC,USD,Germany,10,2021-08-09,1.0,1756533.0,1317399.75
726,849,Guarantee,Derivative Exposure,771037,20%,1.0,Netting,None,261849,Corporate Guarantee,Yes,Standardized,Retail,BB,GBP,Greece,79,2020-04-13,0.2,154207.4,154207.4
727,90,Commitment,Other OBS,1363379,75%,1.0,Netting,None,319248,Corporate Guarantee,Yes,Standardized,Corporate,BB,GBP,Greece,117,2025-01-03,0.75,1022534.25,1022534.25
728,776,Guarantee,Derivative Exposure,1185092,75%,0.5,Unstructured,Property,346479,None,No,Standardized,Bank,BB,EUR,Germany,24,2024-08-30,0.75,888819.0,444409.5
729,605,Guarantee,Other OBS,1173143,75%,0.5,Guarantee-Enhanced,Securities,377082,Sovereign Guarantee,Yes,Internal Model,Corporate,B,GBP,Greece,90,2025-06-08,0.75,879857.25,439928.625
730,922,Commitment,Performance Guarantee,1900045,50%,0.2,Unstructured,None,80730,Corporate Guarantee,Yes,Standardized,Corporate,CCC,EUR,Germany,47,2021-09-18,0.5,950022.5,190004.5
731,970,Derivative,Undrawn Commitment,176498,20%,0.75,Guarantee-Enhanced,Cash,398167,Corporate Guarantee,Yes,Internal Model,Retail,CCC,EUR,UK,106,2022-11-28,0.2,35299.6,26474.699999999997
732,602,Securitization,Derivative Exposure,752098,50%,1.0,Guarantee-Enhanced,Property,237474,Sovereign Guarantee,Yes,Standardized,Sovereign,AA,GBP,Cyprus,53,2021-04-02,0.5,376049.0,376049.0
733,418,Securitization,Undrawn Commitment,1071469,100%,0.5,Netting,Property,290477,Sovereign Guarantee,Yes,Internal Model,Corporate,B,GBP,Germany,39,2020-12-29,1.0,1071469.0,535734.5
734,115,Guarantee,Derivative Exposure,514894,100%,0.2,Guarantee-Enhanced,Cash,283817,None,Yes,Internal Model,Corporate,AAA,GBP,Cyprus,67,2024-12-13,1.0,514894.0,102978.8
735,617,Guarantee,Performance Guarantee,1634973,20%,1.0,Netting,None,900853,Corporate Guarantee,Yes,Standardized,Corporate,AAA,USD,Cyprus,66,2020-05-14,0.2,326994.60000000003,326994.60000000003
736,903,Derivative,Derivative Exposure,334154,20%,0.5,Netting,Securities,565158,Corporate Guarantee,No,Standardized,Sovereign,AAA,EUR,Germany,6,2021-01-08,0.2,66830.8,33415.4
737,196,Trade Finance,Performance Guarantee,845219,100%,1.0,Guarantee-Enhanced,None,253017,None,No,Internal Model,Sovereign,AAA,EUR,Greece,21,2023-06-09,1.0,845219.0,845219.0
738,826,Commitment,Derivative Exposure,1862336,75%,0.2,Netting,Cash,651824,Sovereign Guarantee,Yes,Internal Model,Retail,AAA,EUR,UK,73,2020-02-08,0.75,1396752.0,279350.4
739,501,Guarantee,Performance Guarantee,189544,100%,0.2,Netting,Property,333245,None,No,Internal Model,Corporate,BBB,GBP,Cyprus,74,2025-06-10,1.0,189544.0,37908.8
740,626,Securitization,Performance Guarantee,296183,20%,1.0,Netting,Securities,809253,Sovereign Guarantee,Yes,Standardized,Bank,BB,GBP,UK,36,2024-12-31,0.2,59236.600000000006,59236.600000000006
741,493,Derivative,Other OBS,728743,50%,0.75,Collateralized,Property,25494,None,Yes,Standardized,Sovereign,B,GBP,Cyprus,3,2022-03-29,0.5,364371.5,273278.625
742,75,Commitment,Performance Guarantee,1422429,75%,1.0,Netting,Cash,623765,Sovereign Guarantee,Yes,Internal Model,Retail,BBB,GBP,Germany,105,2020-02-16,0.75,1066821.75,1066821.75
743,413,Derivative,Other OBS,513001,75%,0.5,Collateralized,None,388227,None,Yes,Standardized,Corporate,B,GBP,Greece,88,2020-02-05,0.75,384750.75,192375.375
744,376,Commitment,Performance Guarantee,1867189,50%,0.75,Collateralized,Securities,729520,Sovereign Guarantee,No,Internal Model,Bank,AA,USD,UK,86,2025-01-29,0.5,933594.5,700195.875
745,420,Commitment,Undrawn Commitment,1133094,0%,0.5,Netting,Property,374842,Sovereign Guarantee,No,Standardized,Sovereign,CCC,GBP,Cyprus,113,2020-04-04,0.0,0.0,0.0
746,729,Guarantee,Performance Guarantee,103909,50%,1.0,Netting,Property,373704,Sovereign Guarantee,No,Standardized,Bank,A,EUR,Germany,78,2022-09-11,0.5,51954.5,51954.5
747,277,Derivative,Undrawn Commitment,1903359,20%,0.75,Collateralized,Property,394051,Sovereign Guarantee,No,Standardized,Sovereign,BB,GBP,Germany,42,2023-10-16,0.2,380671.80000000005,285503.85000000003
748,761,Derivative,Undrawn Commitment,774984,50%,0.5,Collateralized,None,280790,Sovereign Guarantee,Yes,Standardized,Retail,AA,EUR,Cyprus,45,2024-03-28,0.5,387492.0,193746.0
749,676,Securitization,Performance Guarantee,1020834,100%,1.0,Netting,Securities,123777,Corporate Guarantee,No,Standardized,Bank,BBB,GBP,Cyprus,44,2023-03-15,1.0,1020834.0,1020834.0
750,394,Securitization,Undrawn Commitment,565693,50%,1.0,Netting,None,601648,Sovereign Guarantee,Yes,Internal Model,Corporate,A,GBP,Cyprus,91,2025-04-24,0.5,282846.5,282846.5
751,869,Guarantee,Other OBS,589570,75%,0.75,Guarantee-Enhanced,None,299479,Corporate Guarantee,Yes,Internal Model,Corporate,CCC,EUR,Greece,33,2021-01-02,0.75,442177.5,331633.125
752,457,Guarantee,Derivative Exposure,1576658,20%,1.0,Collateralized,None,855783,Sovereign Guarantee,No,Standardized,Sovereign,AA,EUR,Cyprus,60,2020-03-05,0.2,315331.60000000003,315331.60000000003
753,920,Trade Finance,Performance Guarantee,289017,75%,0.2,Collateralized,Cash,901366,Corporate Guarantee,Yes,Internal Model,Corporate,CCC,EUR,Cyprus,86,2023-06-05,0.75,216762.75,43352.55
754,192,Securitization,Undrawn Commitment,464994,100%,0.5,Guarantee-Enhanced,Cash,133501,Corporate Guarantee,No,Internal Model,Bank,CCC,EUR,Greece,93,2022-01-23,1.0,464994.0,232497.0
755,739,Commitment,Performance Guarantee,991768,20%,0.5,Collateralized,Cash,304094,None,No,Standardized,Retail,B,USD,Germany,83,2024-03-23,0.2,198353.6,99176.8
756,689,Derivative,Other OBS,502891,0%,1.0,Unstructured,Securities,584942,Sovereign Guarantee,No,Internal Model,Sovereign,A,EUR,Cyprus,83,2022-03-26,0.0,0.0,0.0
757,99,Guarantee,Performance Guarantee,1890083,50%,1.0,Collateralized,None,369566,None,No,Standardized,Bank,B,GBP,UK,70,2025-02-19,0.5,945041.5,945041.5
758,548,Derivative,Performance Guarantee,1567740,0%,0.2,Guarantee-Enhanced,None,372078,None,No,Internal Model,Sovereign,CCC,GBP,Germany,109,2024-04-27,0.0,0.0,0.0
759,978,Derivative,Undrawn Commitment,1802390,75%,0.75,Unstructured,Cash,119975,Sovereign Guarantee,Yes,Internal Model,Retail,AA,USD,UK,83,2022-01-25,0.75,1351792.5,1013844.375
760,999,Trade Finance,Other OBS,1126941,100%,1.0,Netting,None,723503,None,No,Internal Model,Sovereign,CCC,EUR,Cyprus,77,2020-06-29,1.0,1126941.0,1126941.0
761,96,Securitization,Derivative Exposure,515982,50%,1.0,Guarantee-Enhanced,None,353330,Sovereign Guarantee,No,Internal Model,Corporate,BBB,GBP,Greece,26,2024-03-04,0.5,257991.0,257991.0
762,664,Guarantee,Derivative Exposure,491416,20%,1.0,Guarantee-Enhanced,Property,366378,None,Yes,Internal Model,Corporate,CCC,USD,Greece,86,2021-08-19,0.2,98283.20000000001,98283.20000000001
763,663,Derivative,Undrawn Commitment,323146,50%,1.0,Netting,None,626614,Sovereign Guarantee,No,Internal Model,Sovereign,B,GBP,Greece,21,2023-03-24,0.5,161573.0,161573.0
764,190,Guarantee,Performance Guarantee,1374667,75%,0.5,Guarantee-Enhanced,Property,77527,Sovereign Guarantee,No,Internal Model,Retail,A,USD,Cyprus,100,2022-02-25,0.75,1031000.25,515500.125
765,736,Commitment,Undrawn Commitment,1308870,0%,1.0,Collateralized,None,348848,Sovereign Guarantee,Yes,Standardized,Retail,AA,USD,Cyprus,2,2024-04-07,0.0,0.0,0.0
766,37,Trade Finance,Undrawn Commitment,1979848,50%,0.5,Netting,Securities,948603,Corporate Guarantee,Yes,Standardized,Corporate,B,EUR,UK,47,2021-09-18,0.5,989924.0,494962.0
767,780,Commitment,Undrawn Commitment,1214795,75%,1.0,Guarantee-Enhanced,Cash,432601,None,No,Standardized,Retail,CCC,USD,Greece,108,2025-01-15,0.75,911096.25,911096.25
768,369,Guarantee,Performance Guarantee,1439330,75%,0.75,Netting,Property,166991,Corporate Guarantee,Yes,Standardized,Sovereign,BBB,GBP,Cyprus,30,2023-12-29,0.75,1079497.5,809623.125
769,695,Guarantee,Other OBS,888574,20%,0.2,Netting,Cash,96952,None,No,Internal Model,Bank,BB,GBP,Germany,27,2025-01-08,0.2,177714.80000000002,35542.96000000001
770,525,Securitization,Undrawn Commitment,630595,75%,0.75,Netting,Property,847214,None,Yes,Internal Model,Sovereign,BBB,EUR,Cyprus,71,2023-01-27,0.75,472946.25,354709.6875
771,279,Derivative,Performance Guarantee,1234141,0%,1.0,Unstructured,Property,333260,None,No,Internal Model,Corporate,CCC,EUR,Cyprus,20,2021-09-07,0.0,0.0,0.0
772,217,Derivative,Other OBS,829383,20%,1.0,Guarantee-Enhanced,Property,465806,Corporate Guarantee,No,Standardized,Corporate,BBB,USD,Germany,50,2023-10-27,0.2,165876.6,165876.6
773,867,Commitment,Undrawn Commitment,362229,100%,1.0,Unstructured,Securities,876058,None,No,Standardized,Corporate,BB,EUR,Greece,95,2024-05-05,1.0,362229.0,362229.0
774,873,Trade Finance,Derivative Exposure,608516,75%,0.75,Guarantee-Enhanced,None,433603,Corporate Guarantee,Yes,Standardized,Retail,BBB,GBP,Germany,23,2023-10-17,0.75,456387.0,342290.25
775,798,Derivative,Other OBS,785036,0%,1.0,Collateralized,Property,671183,Sovereign Guarantee,No,Internal Model,Sovereign,BB,GBP,Greece,13,2020-04-21,0.0,0.0,0.0
776,273,Securitization,Undrawn Commitment,1523447,20%,0.75,Collateralized,Securities,46015,None,Yes,Standardized,Bank,CCC,EUR,Germany,81,2021-03-28,0.2,304689.4,228517.05000000002
777,881,Commitment,Other OBS,617760,20%,0.5,Collateralized,Property,102877,None,No,Internal Model,Sovereign,BB,EUR,UK,4,2022-01-25,0.2,123552.0,61776.0
778,62,Commitment,Other OBS,885869,20%,0.2,Guarantee-Enhanced,None,277483,Sovereign Guarantee,No,Standardized,Bank,B,EUR,Greece,14,2023-04-07,0.2,177173.80000000002,35434.76
779,596,Securitization,Other OBS,1016920,20%,0.2,Netting,Property,523165,Sovereign Guarantee,No,Internal Model,Sovereign,B,USD,Cyprus,20,2021-08-06,0.2,203384.0,40676.8
780,880,Trade Finance,Other OBS,896143,0%,0.75,Netting,Securities,658851,None,No,Standardized,Corporate,BB,USD,UK,13,2020-05-18,0.0,0.0,0.0
781,729,Securitization,Other OBS,1236464,50%,0.5,Unstructured,None,393922,Sovereign Guarantee,No,Internal Model,Bank,AA,GBP,Greece,3,2025-02-14,0.5,618232.0,309116.0
782,342,Trade Finance,Other OBS,127175,75%,0.75,Unstructured,Securities,621781,Corporate Guarantee,Yes,Standardized,Sovereign,A,USD,Greece,90,2020-08-18,0.75,95381.25,71535.9375
783,397,Securitization,Undrawn Commitment,638595,75%,0.5,Collateralized,None,671088,Corporate Guarantee,Yes,Standardized,Retail,AA,USD,Greece,90,2023-06-16,0.75,478946.25,239473.125
784,699,Securitization,Derivative Exposure,1407453,75%,1.0,Unstructured,None,924501,None,Yes,Internal Model,Retail,BB,USD,Germany,82,2022-09-10,0.75,1055589.75,1055589.75
785,19,Guarantee,Performance Guarantee,964634,0%,0.5,Guarantee-Enhanced,Cash,496753,Corporate Guarantee,No,Internal Model,Sovereign,A,USD,Greece,96,2020-09-09,0.0,0.0,0.0
786,177,Commitment,Other OBS,145028,100%,0.5,Guarantee-Enhanced,Cash,715768,Corporate Guarantee,No,Standardized,Corporate,B,GBP,Cyprus,78,2023-12-30,1.0,145028.0,72514.0
787,612,Securitization,Performance Guarantee,1608242,75%,0.5,Unstructured,Cash,975601,None,Yes,Internal Model,Bank,A,EUR,Greece,47,2025-04-26,0.75,1206181.5,603090.75
788,396,Securitization,Undrawn Commitment,1240888,75%,0.2,Unstructured,None,391670,Sovereign Guarantee,No,Standardized,Sovereign,BB,GBP,Cyprus,3,2021-07-14,0.75,930666.0,186133.2
789,445,Derivative,Other OBS,541450,75%,0.5,Unstructured,Property,431739,None,No,Internal Model,Retail,B,USD,Cyprus,1,2023-12-16,0.75,406087.5,203043.75
790,233,Commitment,Derivative Exposure,1191069,100%,1.0,Unstructured,Securities,645936,Corporate Guarantee,No,Standardized,Bank,A,EUR,Cyprus,90,2023-08-19,1.0,1191069.0,1191069.0
791,915,Derivative,Performance Guarantee,175149,50%,1.0,Collateralized,Securities,287307,None,Yes,Internal Model,Retail,A,EUR,UK,24,2020-03-12,0.5,87574.5,87574.5
792,76,Commitment,Other OBS,803704,20%,1.0,Collateralized,Securities,673078,None,Yes,Standardized,Retail,AA,EUR,Cyprus,113,2023-07-10,0.2,160740.80000000002,160740.80000000002
793,265,Derivative,Undrawn Commitment,1301011,75%,0.5,Unstructured,Cash,611796,Corporate Guarantee,Yes,Standardized,Sovereign,A,GBP,Germany,35,2025-01-31,0.75,975758.25,487879.125
794,455,Securitization,Derivative Exposure,213834,75%,0.75,Guarantee-Enhanced,None,739127,Corporate Guarantee,Yes,Standardized,Retail,CCC,EUR,Greece,14,2020-08-09,0.75,160375.5,120281.625
795,796,Securitization,Performance Guarantee,320403,75%,0.75,Collateralized,Cash,301763,None,Yes,Internal Model,Bank,BB,GBP,Germany,67,2023-01-05,0.75,240302.25,180226.6875
796,718,Guarantee,Performance Guarantee,1279787,50%,1.0,Guarantee-Enhanced,Property,274270,Corporate Guarantee,No,Standardized,Corporate,AAA,GBP,UK,13,2020-03-02,0.5,639893.5,639893.5
797,735,Derivative,Other OBS,965207,0%,0.2,Netting,None,589214,Corporate Guarantee,No,Internal Model,Sovereign,AAA,USD,Greece,47,2024-02-03,0.0,0.0,0.0
798,384,Trade Finance,Derivative Exposure,1375569,50%,0.75,Guarantee-Enhanced,Securities,40633,Corporate Guarantee,No,Internal Model,Bank,AAA,USD,Cyprus,50,2023-03-26,0.5,687784.5,515838.375
799,564,Guarantee,Derivative Exposure,1442488,100%,0.5,Unstructured,Cash,208726,Corporate Guarantee,No,Internal Model,Sovereign,BB,EUR,Greece,78,2022-03-16,1.0,1442488.0,721244.0
800,851,Derivative,Derivative Exposure,1466828,50%,0.75,Netting,Cash,3317,Corporate Guarantee,Yes,Standardized,Retail,AAA,EUR,UK,85,2020-05-04,0.5,733414.0,550060.5
801,506,Derivative,Derivative Exposure,1974717,50%,1.0,Collateralized,Property,307124,Corporate Guarantee,Yes,Internal Model,Retail,AA,USD,UK,26,2022-01-10,0.5,987358.5,987358.5
802,367,Guarantee,Undrawn Commitment,367013,20%,0.2,Collateralized,Property,830547,Sovereign Guarantee,No,Internal Model,Bank,BB,GBP,Germany,3,2025-02-18,0.2,73402.6,14680.520000000002
803,144,Securitization,Derivative Exposure,963320,50%,0.75,Netting,Cash,717006,None,Yes,Internal Model,Bank,CCC,GBP,Greece,51,2020-06-09,0.5,481660.0,361245.0
804,885,Derivative,Performance Guarantee,1161671,100%,0.75,Guarantee-Enhanced,Property,829590,Corporate Guarantee,No,Standardized,Corporate,B,USD,Greece,40,2021-06-24,1.0,1161671.0,871253.25
805,69,Securitization,Performance Guarantee,1216462,75%,1.0,Collateralized,Securities,711323,None,No,Internal Model,Bank,CCC,GBP,Greece,68,2021-09-17,0.75,912346.5,912346.5
806,99,Guarantee,Undrawn Commitment,907342,75%,0.2,Unstructured,Property,440847,Sovereign Guarantee,No,Internal Model,Bank,BB,USD,Germany,36,2024-06-02,0.75,680506.5,136101.30000000002
807,396,Securitization,Performance Guarantee,1578502,50%,0.2,Netting,Property,704676,Corporate Guarantee,No,Internal Model,Sovereign,BB,USD,UK,51,2024-04-07,0.5,789251.0,157850.2
808,25,Commitment,Performance Guarantee,335711,75%,1.0,Unstructured,Cash,367508,None,Yes,Internal Model,Retail,A,EUR,Cyprus,107,2020-04-15,0.75,251783.25,251783.25
809,948,Trade Finance,Derivative Exposure,1133868,20%,0.5,Netting,Cash,452558,Corporate Guarantee,No,Standardized,Bank,A,EUR,Greece,1,2023-02-28,0.2,226773.6,113386.8
810,891,Derivative,Performance Guarantee,1173389,75%,0.75,Collateralized,None,277648,Corporate Guarantee,Yes,Standardized,Corporate,A,USD,Germany,104,2023-10-12,0.75,880041.75,660031.3125
811,469,Trade Finance,Undrawn Commitment,671424,50%,0.5,Guarantee-Enhanced,None,723953,Corporate Guarantee,No,Internal Model,Bank,BBB,EUR,Germany,111,2024-09-04,0.5,335712.0,167856.0
812,484,Securitization,Derivative Exposure,625919,50%,0.75,Netting,Cash,419876,Corporate Guarantee,No,Internal Model,Retail,AA,USD,Cyprus,33,2022-02-14,0.5,312959.5,234719.625
813,565,Derivative,Other OBS,59885,75%,0.75,Netting,Property,823628,Corporate Guarantee,No,Internal Model,Bank,BB,GBP,UK,7,2025-02-20,0.75,44913.75,33685.3125
814,151,Securitization,Derivative Exposure,1283954,100%,0.5,Unstructured,Property,852370,Corporate Guarantee,No,Internal Model,Sovereign,CCC,GBP,Greece,117,2025-03-23,1.0,1283954.0,641977.0
815,144,Commitment,Undrawn Commitment,902746,0%,1.0,Collateralized,None,926109,Corporate Guarantee,Yes,Standardized,Retail,BB,GBP,Greece,116,2024-12-25,0.0,0.0,0.0
816,569,Guarantee,Derivative Exposure,1425807,75%,1.0,Unstructured,None,319532,Sovereign Guarantee,No,Standardized,Bank,A,GBP,Germany,52,2020-01-02,0.75,1069355.25,1069355.25
817,39,Derivative,Derivative Exposure,472381,20%,0.75,Collateralized,None,212369,Sovereign Guarantee,Yes,Standardized,Sovereign,BB,USD,UK,11,2020-08-20,0.2,94476.20000000001,70857.15000000001
818,109,Commitment,Undrawn Commitment,1026433,50%,1.0,Unstructured,Securities,579789,Corporate Guarantee,No,Standardized,Retail,B,GBP,Greece,27,2021-01-03,0.5,513216.5,513216.5
819,693,Commitment,Derivative Exposure,510244,0%,0.75,Netting,Securities,708669,Corporate Guarantee,No,Internal Model,Bank,BB,GBP,Cyprus,14,2023-06-28,0.0,0.0,0.0
820,42,Derivative,Undrawn Commitment,1981006,50%,1.0,Unstructured,None,27043,Sovereign Guarantee,No,Internal Model,Sovereign,CCC,GBP,UK,86,2022-08-03,0.5,990503.0,990503.0
821,186,Securitization,Undrawn Commitment,624100,50%,0.75,Guarantee-Enhanced,Property,33635,Sovereign Guarantee,Yes,Standardized,Corporate,AAA,GBP,UK,80,2025-01-30,0.5,312050.0,234037.5
822,935,Commitment,Other OBS,755860,0%,1.0,Collateralized,None,210387,Sovereign Guarantee,No,Standardized,Sovereign,B,USD,Germany,46,2023-02-05,0.0,0.0,0.0
823,398,Trade Finance,Performance Guarantee,1570943,50%,0.2,Collateralized,Securities,80691,Corporate Guarantee,No,Internal Model,Corporate,B,GBP,Germany,76,2023-07-23,0.5,785471.5,157094.30000000002
824,223,Commitment,Performance Guarantee,1419363,100%,0.5,Netting,Property,499730,None,No,Internal Model,Bank,BB,EUR,Greece,113,2020-06-28,1.0,1419363.0,709681.5
825,634,Securitization,Derivative Exposure,94900,20%,0.2,Collateralized,Securities,819564,None,No,Internal Model,Sovereign,BBB,EUR,Germany,110,2024-10-14,0.2,18980.0,3796.0
826,133,Securitization,Derivative Exposure,1534738,75%,0.5,Guarantee-Enhanced,Property,801798,None,No,Internal Model,Corporate,A,EUR,UK,10,2020-10-19,0.75,1151053.5,575526.75
827,163,Trade Finance,Other OBS,451067,50%,0.5,Unstructured,Securities,93944,None,Yes,Internal Model,Retail,AA,EUR,Greece,24,2021-08-06,0.5,225533.5,112766.75
828,215,Commitment,Other OBS,852720,75%,0.75,Netting,Property,727467,Corporate Guarantee,Yes,Standardized,Sovereign,AA,EUR,Greece,61,2022-03-05,0.75,639540.0,479655.0
829,733,Securitization,Other OBS,1171268,20%,0.5,Guarantee-Enhanced,Property,455796,None,No,Standardized,Bank,AAA,EUR,UK,110,2020-06-23,0.2,234253.6,117126.8
830,235,Derivative,Undrawn Commitment,510796,20%,0.2,Collateralized,Property,901699,Sovereign Guarantee,No,Internal Model,Retail,AA,USD,Greece,18,2020-05-02,0.2,102159.20000000001,20431.840000000004
831,843,Guarantee,Other OBS,1499160,20%,0.2,Collateralized,Property,515578,Sovereign Guarantee,Yes,Internal Model,Corporate,AA,EUR,Cyprus,86,2020-08-14,0.2,299832.0,59966.4
832,658,Guarantee,Other OBS,1970444,0%,1.0,Guarantee-Enhanced,Cash,975393,None,No,Standardized,Sovereign,A,GBP,Cyprus,9,2025-04-09,0.0,0.0,0.0
833,751,Guarantee,Derivative Exposure,1850072,20%,0.2,Unstructured,Securities,997057,Sovereign Guarantee,Yes,Internal Model,Sovereign,A,EUR,Greece,17,2021-03-19,0.2,370014.4,74002.88
834,588,Commitment,Other OBS,1144979,75%,1.0,Unstructured,Securities,39236,Corporate Guarantee,No,Standardized,Bank,BBB,USD,Germany,102,2025-01-10,0.75,858734.25,858734.25
835,9,Trade Finance,Undrawn Commitment,1714034,100%,0.5,Netting,Cash,266294,None,No,Standardized,Retail,CCC,EUR,Cyprus,104,2021-03-03,1.0,1714034.0,857017.0
836,74,Securitization,Undrawn Commitment,845600,75%,0.2,Collateralized,Property,373513,None,Yes,Standardized,Sovereign,AAA,GBP,Greece,58,2023-01-11,0.75,634200.0,126840.0
837,954,Derivative,Derivative Exposure,1054001,75%,0.5,Guarantee-Enhanced,Property,805855,Corporate Guarantee,No,Standardized,Sovereign,AA,GBP,Cyprus,13,2022-02-03,0.75,790500.75,395250.375
838,492,Derivative,Other OBS,362023,20%,0.2,Unstructured,Securities,528425,Sovereign Guarantee,Yes,Internal Model,Retail,BBB,USD,Germany,50,2024-08-08,0.2,72404.6,14480.920000000002
839,913,Commitment,Other OBS,1158447,20%,0.2,Netting,Cash,554280,Corporate Guarantee,Yes,Internal Model,Sovereign,AAA,USD,UK,101,2021-09-23,0.2,231689.40000000002,46337.880000000005
840,253,Guarantee,Undrawn Commitment,1079127,50%,1.0,Collateralized,Property,896972,Corporate Guarantee,Yes,Standardized,Retail,B,USD,Greece,6,2020-03-05,0.5,539563.5,539563.5
841,230,Commitment,Other OBS,1581180,20%,0.5,Collateralized,Property,115140,Sovereign Guarantee,No,Internal Model,Retail,AA,USD,Greece,85,2023-07-28,0.2,316236.0,158118.0
842,519,Trade Finance,Other OBS,541862,50%,0.2,Netting,Property,175993,Corporate Guarantee,Yes,Internal Model,Retail,AA,EUR,Greece,51,2024-12-23,0.5,270931.0,54186.200000000004
843,174,Trade Finance,Other OBS,1130750,50%,0.75,Netting,None,645513,Sovereign Guarantee,Yes,Internal Model,Bank,A,EUR,Greece,36,2023-11-15,0.5,565375.0,424031.25
844,653,Securitization,Performance Guarantee,805111,50%,0.5,Unstructured,Cash,472585,Sovereign Guarantee,No,Internal Model,Retail,BB,GBP,Greece,71,2021-03-03,0.5,402555.5,201277.75
